gameid,date,type,playerid,player,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,win,season
20000358,2000-12-19,regular,324,Anthony Peeler,MIN,GSW,MIN,28,11,5,10,50.0,0,2,0.0,1,2,50.0,2,1,3,2,0,0,0,5,-13,0,2001
20000359,2000-12-19,regular,239,Darrick Martin,SAC,SAC,WAS,9,3,1,6,16.7,1,2,50.0,0,0,0.0,0,1,1,0,2,0,0,2,2,1,2001
20000359,2000-12-19,regular,1513,Scot Pollard,SAC,SAC,WAS,18,4,2,5,40.0,0,0,0.0,0,1,0.0,1,7,8,0,1,4,1,2,24,1,2001
20000359,2000-12-19,regular,2045,Hedo Turkoglu,SAC,SAC,WAS,37,8,2,8,25.0,0,2,0.0,4,6,66.7,1,5,6,1,2,1,0,3,21,1,2001
20000359,2000-12-19,regular,124,Vlade Divac,SAC,SAC,WAS,24,15,6,12,50.0,0,1,0.0,3,5,60.0,3,6,9,2,1,2,0,3,7,1,2001
20000359,2000-12-19,regular,468,Jon Barry,SAC,SAC,WAS,20,8,3,6,50.0,1,3,33.3,1,1,100.0,1,2,3,6,1,1,2,0,32,1,2001
20000359,2000-12-19,regular,1444,Lawrence Funderburke,SAC,SAC,WAS,16,16,7,7,100.0,0,0,0.0,2,2,100.0,1,3,4,0,1,0,0,1,16,1,2001
20000359,2000-12-19,regular,57,Doug Christie,SAC,SAC,WAS,30,15,5,12,41.7,1,4,25.0,4,4,100.0,2,5,7,3,1,1,3,2,11,1,2001
20000359,2000-12-19,regular,185,Chris Webber,SAC,SAC,WAS,32,19,8,22,36.4,0,2,0.0,3,4,75.0,3,8,11,3,0,3,1,2,18,1,2001
20000359,2000-12-19,regular,1517,Bobby Jackson,SAC,SAC,WAS,17,5,2,6,33.3,1,1,100.0,0,0,0.0,2,2,4,1,2,0,0,3,23,1,2001
20000359,2000-12-19,regular,1715,Jason Williams,SAC,SAC,WAS,27,8,3,7,42.9,2,3,66.7,0,0,0.0,0,0,0,2,2,0,1,1,10,1,2001
20000359,2000-12-19,regular,98,Nick Anderson,SAC,SAC,WAS,10,5,2,6,33.3,1,4,25.0,0,0,0.0,0,1,1,1,1,0,1,0,6,1,2001
20000359,2000-12-19,regular,1732,Felipe Lopez,WAS,SAC,WAS,20,8,4,7,57.1,0,0,0.0,0,0,0.0,2,7,9,2,1,0,0,1,-3,0,2001
20000359,2000-12-19,regular,436,Juwan Howard,WAS,SAC,WAS,31,8,4,12,33.3,0,0,0.0,0,2,0.0,3,3,6,4,1,1,4,3,-16,0,2001
20000359,2000-12-19,regular,1918,Obinna Ekezie,WAS,SAC,WAS,9,3,1,4,25.0,0,0,0.0,1,2,50.0,1,1,2,1,1,0,0,1,-2,0,2001
20000359,2000-12-19,regular,1562,Gerard King,WAS,SAC,WAS,22,4,2,8,25.0,0,0,0.0,0,0,0.0,0,4,4,0,0,0,1,1,-24,0,2001
20000359,2000-12-19,regular,1838,Tyrone Nesby,WAS,SAC,WAS,24,12,5,10,50.0,1,1,100.0,1,3,33.3,1,6,7,1,3,1,2,2,-14,0,2001
20000359,2000-12-19,regular,1751,Jahidi White,WAS,SAC,WAS,15,1,0,3,0.0,0,0,0.0,1,4,25.0,3,3,6,0,0,0,0,3,-3,0,2001
20000359,2000-12-19,regular,43,Chris Whitney,WAS,SAC,WAS,16,4,0,3,0.0,0,1,0.0,4,4,100.0,0,1,1,1,1,0,3,0,-16,0,2001
20000359,2000-12-19,regular,1919,Laron Profit,WAS,SAC,WAS,7,4,2,2,100.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,2,1,-4,0,2001
20000359,2000-12-19,regular,1916,Calvin Booth,WAS,SAC,WAS,23,4,2,6,33.3,0,0,0.0,0,1,0.0,3,5,8,0,0,2,1,3,-27,0,2001
20000359,2000-12-19,regular,393,Rod Strickland,WAS,SAC,WAS,32,13,5,13,38.5,0,0,0.0,3,5,60.0,1,0,1,2,0,0,4,2,-18,0,2001
20000359,2000-12-19,regular,63,Michael Smith,WAS,SAC,WAS,16,2,1,3,33.3,0,0,0.0,0,0,0.0,4,9,13,0,0,0,3,0,-16,0,2001
20000359,2000-12-19,regular,1888,Richard Hamilton,WAS,SAC,WAS,25,9,4,11,36.4,1,3,33.3,0,2,0.0,0,1,1,2,0,0,3,3,-27,0,2001
20000360,2000-12-20,regular,952,Antoine Walker,BOS,BOS,NJN,45,21,7,20,35.0,2,4,50.0,5,6,83.3,4,15,19,7,1,1,3,2,16,1,2001
20000360,2000-12-20,regular,179,Bryant Stith,BOS,BOS,NJN,30,19,6,9,66.7,3,5,60.0,4,4,100.0,2,1,3,2,1,0,0,3,7,1,2001
20000360,2000-12-20,regular,1718,Paul Pierce,BOS,BOS,NJN,33,25,6,15,40.0,0,2,0.0,13,16,81.3,0,6,6,3,1,0,4,3,11,1,2001
20000360,2000-12-20,regular,72,Kenny Anderson,BOS,BOS,NJN,14,12,4,9,44.4,0,2,0.0,4,4,100.0,1,2,3,2,0,0,3,2,9,1,2001
20000360,2000-12-20,regular,713,Chris Carr,BOS,BOS,NJN,4,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,1,1,1,-1,1,2001
20000360,2000-12-20,regular,677,Eric Williams,BOS,BOS,NJN,18,5,0,3,0.0,0,3,0.0,5,10,50.0,0,0,0,1,0,0,1,0,9,1,2001
20000360,2000-12-20,regular,2040,Jerome Moiso,BOS,BOS,NJN,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,1,2001
20000360,2000-12-20,regular,1960,Milt Palacio,BOS,BOS,NJN,20,1,0,4,0.0,0,0,0.0,1,2,50.0,1,0,1,1,0,0,1,3,-2,1,2001
20000360,2000-12-20,regular,1559,Adrian Griffin,BOS,BOS,NJN,13,2,1,3,33.3,0,0,0.0,0,0,0.0,1,1,2,2,1,1,1,2,-3,1,2001
20000360,2000-12-20,regular,753,Randy Brown,BOS,BOS,NJN,15,6,3,5,60.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,5,6,1,2001
20000360,2000-12-20,regular,958,Vitaly Potapenko,BOS,BOS,NJN,22,4,2,5,40.0,0,0,0.0,0,0,0.0,2,3,5,3,0,0,1,3,10,1,2001
20000360,2000-12-20,regular,1499,Tony Battie,BOS,BOS,NJN,25,4,2,4,50.0,0,0,0.0,0,1,0.0,2,10,12,0,2,3,0,6,1,1,2001
20000360,2000-12-20,regular,1425,Aaron Williams,NJN,BOS,NJN,39,14,5,11,45.5,0,0,0.0,4,5,80.0,3,7,10,1,0,0,1,3,-3,0,2001
20000360,2000-12-20,regular,29,Jim McIlvaine,NJN,BOS,NJN,14,4,2,2,100.0,0,0,0.0,0,0,0.0,0,3,3,0,0,3,0,1,-3,0,2001
20000360,2000-12-20,regular,2066,Soumaila Samake,NJN,BOS,NJN,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-9,0,2001
20000360,2000-12-20,regular,950,Stephon Marbury,NJN,BOS,NJN,38,24,6,17,35.3,0,4,0.0,12,17,70.6,0,3,3,4,1,0,3,1,-19,0,2001
20000360,2000-12-20,regular,271,Johnny Newman,NJN,BOS,NJN,16,6,0,6,0.0,0,3,0.0,6,6,100.0,1,1,2,2,0,0,0,6,-9,0,2001
20000360,2000-12-20,regular,446,Lucious Harris,NJN,BOS,NJN,31,10,3,9,33.3,0,3,0.0,4,4,100.0,2,3,5,3,1,0,1,2,-10,0,2001
20000360,2000-12-20,regular,383,Kendall Gill,NJN,BOS,NJN,17,6,2,5,40.0,0,0,0.0,2,2,100.0,0,3,3,2,0,0,2,3,5,0,2001
20000360,2000-12-20,regular,1735,Vladimir Stepania,NJN,BOS,NJN,7,0,0,2,0.0,0,1,0.0,0,0,0.0,0,6,6,1,0,0,0,3,1,0,2001
20000360,2000-12-20,regular,2030,Kenyon Martin,NJN,BOS,NJN,29,7,3,8,37.5,0,0,0.0,1,4,25.0,0,3,3,0,0,3,3,6,-8,0,2001
20000360,2000-12-20,regular,428,Sherman Douglas,NJN,BOS,NJN,23,13,4,8,50.0,2,3,66.7,3,4,75.0,0,1,1,5,1,0,2,4,2,0,2001
20000360,2000-12-20,regular,1915,Evan Eschmeyer,NJN,BOS,NJN,5,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,-1,0,2001
20000360,2000-12-20,regular,1536,Stephen Jackson,NJN,BOS,NJN,17,2,1,5,20.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,1,3,-11,0,2001
20000361,2000-12-20,regular,947,Allen Iverson,PHI,PHI,UTA,47,45,15,34,44.1,0,4,0.0,15,18,83.3,1,2,3,1,4,0,6,3,2,0,2001
20000361,2000-12-20,regular,238,Tyrone Hill,PHI,PHI,UTA,31,9,3,5,60.0,0,0,0.0,3,6,50.0,5,7,12,0,1,0,1,5,0,0,2001
20000361,2000-12-20,regular,137,Vernon Maxwell,PHI,PHI,UTA,11,0,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-9,0,2001
20000361,2000-12-20,regular,1928,Todd MacCulloch,PHI,PHI,UTA,14,2,1,2,50.0,0,0,0.0,0,0,0.0,1,2,3,1,1,0,0,2,-5,0,2001
20000361,2000-12-20,regular,248,George Lynch,PHI,PHI,UTA,22,6,2,4,50.0,0,0,0.0,2,2,100.0,1,2,3,0,2,0,0,5,2,0,2001
20000361,2000-12-20,regular,761,Matt Geiger,PHI,PHI,UTA,12,2,1,5,20.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,2,-12,0,2001
20000361,2000-12-20,regular,243,Aaron McKie,PHI,PHI,UTA,38,5,1,7,14.3,1,3,33.3,2,2,100.0,1,2,3,3,1,0,5,2,6,0,2001
20000361,2000-12-20,regular,2143,Pepe Sanchez,PHI,PHI,UTA,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-4,0,2001
20000361,2000-12-20,regular,689,Theo Ratliff,PHI,PHI,UTA,30,13,3,5,60.0,0,0,0.0,7,8,87.5,2,5,7,1,1,1,1,4,5,0,2001
20000361,2000-12-20,regular,389,Toni Kukoc,PHI,PHI,UTA,33,7,3,10,30.0,0,3,0.0,1,2,50.0,3,6,9,4,2,0,1,1,5,0,2001
20000361,2000-12-20,regular,330,Danny Manning,UTA,PHI,UTA,17,16,6,11,54.5,0,1,0.0,4,4,100.0,1,0,1,1,0,0,0,2,8,1,2001
20000361,2000-12-20,regular,252,Karl Malone,UTA,PHI,UTA,43,41,13,18,72.2,0,0,0.0,15,20,75.0,1,12,13,3,2,4,3,2,1,1,2001
20000361,2000-12-20,regular,935,Bryon Russell,UTA,PHI,UTA,36,9,3,10,30.0,0,2,0.0,3,4,75.0,1,0,1,2,1,0,0,2,-13,1,2001
20000361,2000-12-20,regular,923,Donyell Marshall,UTA,PHI,UTA,30,7,3,7,42.9,0,1,0.0,1,2,50.0,1,9,10,1,0,1,1,2,27,1,2001
20000361,2000-12-20,regular,1521,Jacque Vaughn,UTA,PHI,UTA,13,0,0,1,0.0,0,0,0.0,0,1,0.0,1,1,2,3,1,0,5,5,-7,1,2001
20000361,2000-12-20,regular,2052,DeShawn Stevenson,UTA,PHI,UTA,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-2,1,2001
20000361,2000-12-20,regular,317,John Starks,UTA,PHI,UTA,25,0,0,7,0.0,0,2,0.0,0,0,0.0,1,1,2,1,0,0,1,1,-8,1,2001
20000361,2000-12-20,regular,731,Greg Ostertag,UTA,PHI,UTA,14,7,2,3,66.7,0,0,0.0,3,3,100.0,1,1,2,0,0,1,2,4,3,1,2001
20000361,2000-12-20,regular,128,David Benoit,UTA,PHI,UTA,3,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-2,1,2001
20000361,2000-12-20,regular,178,Olden Polynice,UTA,PHI,UTA,19,2,1,6,16.7,0,0,0.0,0,0,0.0,3,4,7,0,0,0,0,3,-6,1,2001
20000361,2000-12-20,regular,304,John Stockton,UTA,PHI,UTA,35,7,2,7,28.6,0,0,0.0,3,3,100.0,1,0,1,11,4,0,4,3,9,1,2001
20000362,2000-12-20,regular,922,Elden Campbell,CHH,CHH,MIA,34,9,4,12,33.3,0,0,0.0,1,5,20.0,2,7,9,0,1,2,0,5,4,1,2001
20000362,2000-12-20,regular,695,Eldridge Recasner,CHH,CHH,MIA,12,2,1,3,33.3,0,1,0.0,0,0,0.0,2,0,2,0,0,0,0,0,5,1,2001
20000362,2000-12-20,regular,1884,Baron Davis,CHH,CHH,MIA,29,4,1,7,14.3,0,2,0.0,2,6,33.3,1,2,3,5,1,0,3,5,5,1,2001
20000362,2000-12-20,regular,136,P.J. Brown,CHH,CHH,MIA,32,6,3,5,60.0,0,0,0.0,0,0,0.0,6,8,14,1,4,0,4,6,3,1,2001
20000362,2000-12-20,regular,901,Otis Thorpe,CHH,CHH,MIA,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,5,1,2001
20000362,2000-12-20,regular,765,Hersey Hawkins,CHH,CHH,MIA,19,6,1,4,25.0,0,1,0.0,4,5,80.0,0,2,2,5,2,0,1,0,8,1,2001
20000362,2000-12-20,regular,469,Jamal Mashburn,CHH,CHH,MIA,45,19,9,19,47.4,1,3,33.3,0,0,0.0,1,13,14,4,1,0,7,3,10,1,2001
20000362,2000-12-20,regular,2048,Jamaal Magloire,CHH,CHH,MIA,14,0,0,2,0.0,0,0,0.0,0,0,0.0,2,5,7,2,0,2,2,3,5,1,2001
20000362,2000-12-20,regular,133,David Wesley,CHH,CHH,MIA,36,13,5,14,35.7,0,3,0.0,3,5,60.0,0,1,1,1,3,0,4,3,0,1,2001
20000362,2000-12-20,regular,1924,Lee Nailon,CHH,CHH,MIA,12,6,2,4,50.0,0,0,0.0,2,2,100.0,3,0,3,0,0,0,1,2,0,1,2001
20000362,2000-12-20,regular,224,Eddie Jones,MIA,CHH,MIA,40,7,3,16,18.8,1,4,25.0,0,0,0.0,2,1,3,6,2,0,3,1,-12,0,2001
20000362,2000-12-20,regular,896,Tim Hardaway,MIA,CHH,MIA,29,7,2,11,18.2,2,5,40.0,1,3,33.3,1,4,5,2,3,0,3,6,-6,0,2001
20000362,2000-12-20,regular,2067,Eddie House,MIA,CHH,MIA,13,6,2,5,40.0,0,0,0.0,2,2,100.0,0,2,2,2,1,0,1,2,6,0,2001
20000362,2000-12-20,regular,1477,Bruce Bowen,MIA,CHH,MIA,33,7,2,6,33.3,1,4,25.0,2,4,50.0,0,2,2,0,1,1,3,2,0,0,2001
20000362,2000-12-20,regular,258,Brian Grant,MIA,CHH,MIA,34,11,3,8,37.5,0,0,0.0,5,10,50.0,2,4,6,1,1,0,3,4,-5,0,2001
20000362,2000-12-20,regular,920,A.C. Green,MIA,CHH,MIA,26,2,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,3,-7,0,2001
20000362,2000-12-20,regular,76,Cedric Ceballos,MIA,CHH,MIA,12,5,2,3,66.7,1,1,100.0,0,0,0.0,0,0,0,0,0,0,1,0,5,0,2001
20000362,2000-12-20,regular,190,Duane Causwell,MIA,CHH,MIA,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-6,0,2001
20000362,2000-12-20,regular,193,Anthony Mason,MIA,CHH,MIA,37,11,4,9,44.4,0,0,0.0,3,6,50.0,3,7,10,2,2,0,2,2,-13,0,2001
20000362,2000-12-20,regular,1853,Anthony Carter,MIA,CHH,MIA,14,0,0,5,0.0,0,1,0.0,0,0,0.0,0,3,3,2,2,0,0,2,-7,0,2001
20000363,2000-12-20,regular,64,Sam Perkins,IND,IND,TOR,28,8,3,4,75.0,2,3,66.7,0,0,0.0,0,4,4,0,1,1,0,2,7,0,2001
20000363,2000-12-20,regular,147,Jalen Rose,IND,IND,TOR,53,42,17,29,58.6,0,2,0.0,8,10,80.0,2,4,6,4,0,0,1,4,1,0,2001
20000363,2000-12-20,regular,979,Jermaine O'Neal,IND,IND,TOR,28,5,2,5,40.0,0,0,0.0,1,2,50.0,1,6,7,0,2,2,3,5,-9,0,2001
20000363,2000-12-20,regular,365,Derrick McKey,IND,IND,TOR,5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-1,0,2001
20000363,2000-12-20,regular,440,Zan Tabak,IND,IND,TOR,25,6,2,3,66.7,0,0,0.0,2,2,100.0,3,2,5,0,0,1,1,4,2,0,2001
20000363,2000-12-20,regular,1733,Al Harrington,IND,IND,TOR,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-8,0,2001
20000363,2000-12-20,regular,1902,Jeff Foster,IND,IND,TOR,20,3,1,2,50.0,0,0,0.0,1,2,50.0,0,8,8,0,2,0,2,6,-4,0,2001
20000363,2000-12-20,regular,1506,Austin Croshere,IND,IND,TOR,22,14,6,11,54.5,0,3,0.0,2,2,100.0,3,3,6,1,0,0,1,1,6,0,2001
20000363,2000-12-20,regular,696,Travis Best,IND,IND,TOR,37,10,4,18,22.2,1,5,20.0,1,2,50.0,0,1,1,10,2,0,2,2,8,0,2001
20000363,2000-12-20,regular,397,Reggie Miller,IND,IND,TOR,43,10,3,9,33.3,0,2,0.0,4,5,80.0,0,5,5,4,1,0,1,3,-7,0,2001
20000363,2000-12-20,regular,1713,Vince Carter,TOR,IND,TOR,50,45,17,30,56.7,2,4,50.0,9,13,69.2,1,1,2,1,2,1,2,5,7,1,2001
20000363,2000-12-20,regular,895,Tyrone Corbin,TOR,IND,TOR,8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,-6,1,2001
20000363,2000-12-20,regular,213,Antonio Davis,TOR,IND,TOR,48,10,2,14,14.3,0,0,0.0,6,8,75.0,7,12,19,1,0,1,4,3,3,1,2001
20000363,2000-12-20,regular,209,Dell Curry,TOR,IND,TOR,3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-6,1,2001
20000363,2000-12-20,regular,788,Kevin Willis,TOR,IND,TOR,7,0,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,-6,1,2001
20000363,2000-12-20,regular,722,Corliss Williamson,TOR,IND,TOR,36,16,4,8,50.0,0,0,0.0,8,8,100.0,4,2,6,2,0,2,2,5,10,1,2001
20000363,2000-12-20,regular,349,Mark Jackson,TOR,IND,TOR,37,5,2,7,28.6,1,3,33.3,0,0,0.0,0,5,5,9,2,0,3,5,5,1,2001
20000363,2000-12-20,regular,891,Charles Oakley,TOR,IND,TOR,46,8,2,11,18.2,0,0,0.0,4,4,100.0,1,8,9,5,2,0,0,2,1,1,2001
20000363,2000-12-20,regular,1541,Alvin Williams,TOR,IND,TOR,31,15,6,14,42.9,1,3,33.3,2,2,100.0,1,2,3,2,0,0,1,2,-3,1,2001
20000364,2000-12-20,regular,762,Shawn Bradley,DAL,DAL,POR,24,13,4,6,66.7,0,0,0.0,5,6,83.3,4,8,12,1,0,1,1,1,10,1,2001
20000364,2000-12-20,regular,1717,Dirk Nowitzki,DAL,DAL,POR,38,29,11,19,57.9,1,2,50.0,6,6,100.0,5,7,12,2,1,2,3,5,8,1,2001
20000364,2000-12-20,regular,959,Steve Nash,DAL,DAL,POR,37,18,5,10,50.0,0,0,0.0,8,8,100.0,1,3,4,8,1,1,5,2,-8,1,2001
20000364,2000-12-20,regular,714,Michael Finley,DAL,DAL,POR,44,20,8,18,44.4,0,3,0.0,4,4,100.0,2,2,4,0,0,0,3,3,5,1,2001
20000364,2000-12-20,regular,363,Christian Laettner,DAL,DAL,POR,16,7,3,6,50.0,0,0,0.0,1,2,50.0,0,4,4,1,0,1,1,1,-5,1,2001
20000364,2000-12-20,regular,93,Hubert Davis,DAL,DAL,POR,19,6,3,5,60.0,0,0,0.0,0,0,0.0,1,2,3,2,0,0,0,2,-2,1,2001
20000364,2000-12-20,regular,2042,Courtney Alexander,DAL,DAL,POR,10,0,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,7,1,2001
20000364,2000-12-20,regular,458,Howard Eisley,DAL,DAL,POR,37,11,5,9,55.6,1,2,50.0,0,0,0.0,0,1,1,6,1,0,2,4,8,1,2001
20000364,2000-12-20,regular,718,Gary Trent,DAL,DAL,POR,15,2,1,5,20.0,0,0,0.0,0,0,0.0,4,2,6,0,2,0,1,0,2,1,2001
20000364,2000-12-20,regular,717,Arvydas Sabonis,POR,DAL,POR,24,6,2,6,33.3,0,0,0.0,2,2,100.0,2,5,7,4,1,1,2,1,1,0,2001
20000364,2000-12-20,regular,937,Scottie Pippen,POR,DAL,POR,35,11,3,5,60.0,1,1,100.0,4,4,100.0,3,1,4,9,2,0,3,5,4,0,2001
20000364,2000-12-20,regular,120,Steven Smith,POR,DAL,POR,37,14,4,10,40.0,1,5,20.0,5,5,100.0,0,2,2,2,2,0,0,1,-2,0,2001
20000364,2000-12-20,regular,278,Stacey Augmon,POR,DAL,POR,11,2,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,3,-1,0,2001
20000364,2000-12-20,regular,739,Rasheed Wallace,POR,DAL,POR,45,20,8,20,40.0,1,3,33.3,3,6,50.0,3,4,7,4,4,0,2,4,-9,0,2001
20000364,2000-12-20,regular,905,Dale Davis,POR,DAL,POR,20,14,6,8,75.0,0,0,0.0,2,3,66.7,1,4,5,1,1,1,0,2,-2,0,2001
20000364,2000-12-20,regular,1719,Bonzi Wells,POR,DAL,POR,14,4,2,5,40.0,0,1,0.0,0,0,0.0,0,3,3,0,1,0,2,3,-15,0,2001
20000364,2000-12-20,regular,21,Greg Anthony,POR,DAL,POR,19,8,3,6,50.0,1,2,50.0,1,2,50.0,0,0,0,0,0,0,0,0,-7,0,2001
20000364,2000-12-20,regular,757,Damon Stoudamire,POR,DAL,POR,36,22,9,19,47.4,3,5,60.0,1,1,100.0,2,2,4,5,3,0,5,4,6,0,2001
20000365,2000-12-20,regular,423,Chris Gatling,CLE,SAS,CLE,25,18,8,12,66.7,0,2,0.0,2,3,66.7,0,3,3,0,0,0,0,4,-10,0,2001
20000365,2000-12-20,regular,1714,Robert Traylor,CLE,SAS,CLE,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,1,1,-8,0,2001
20000365,2000-12-20,regular,1892,Trajan Langdon,CLE,SAS,CLE,9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,-6,0,2001
20000365,2000-12-20,regular,462,J.R. Reid,CLE,SAS,CLE,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-1,0,2001
20000365,2000-12-20,regular,1138,Michael Hawkins,CLE,SAS,CLE,11,0,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,1,-9,0,2001
20000365,2000-12-20,regular,1538,Cedric Henderson,CLE,SAS,CLE,15,2,1,4,25.0,0,0,0.0,0,0,0.0,0,2,2,3,0,0,1,1,-11,0,2001
20000365,2000-12-20,regular,980,Zydrunas Ilgauskas,CLE,SAS,CLE,30,9,3,7,42.9,0,0,0.0,3,4,75.0,1,6,7,0,1,1,5,2,-4,0,2001
20000365,2000-12-20,regular,221,Clar. Weatherspoon,CLE,SAS,CLE,32,9,4,9,44.4,0,0,0.0,1,2,50.0,2,4,6,2,1,0,0,4,-11,0,2001
20000365,2000-12-20,regular,1723,Matt Harpring,CLE,SAS,CLE,34,9,3,11,27.3,0,0,0.0,3,4,75.0,4,6,10,0,2,0,1,3,-3,0,2001
20000365,2000-12-20,regular,441,Lamond Murray,CLE,SAS,CLE,38,14,7,16,43.8,0,1,0.0,0,0,0.0,1,4,5,0,0,0,2,1,-14,0,2001
20000365,2000-12-20,regular,1889,Andre Miller,CLE,SAS,CLE,37,14,5,16,31.3,0,1,0.0,4,4,100.0,1,4,5,10,4,2,4,5,-8,0,2001
20000365,2000-12-20,regular,1495,Tim Duncan,SAS,SAS,CLE,39,14,5,14,35.7,0,1,0.0,4,4,100.0,3,9,12,3,0,3,1,2,18,1,2001
